start	end	text
3358540	3360420	It's been a long-standing question, for instance,
3360420	3362700	or debate in psychology and philosophy.
3362700	3366140	Do we feel anxiety in our body and then label it as anxiety,
3366140	3369620	or do we feel anxiety in our mind and then our body follows?
3369620	3370900	That's been a long-standing debate
3370900	3373380	and frankly, there's evidence on both sides,
3373380	3374700	which leads me to the conclusion,
3374700	3376700	I think most neurobiologists and psychologists
3376700	3379220	to the conclusion that those things are interrelated
3379220	3382020	in a way that we can't really dissociate them completely
3382020	3383340	at any level, right?
3383340	3384340	When your heart rate goes up
3384340	3386140	and you start breathing faster,
3386140	3387580	if I were to induce that state in you,
3387580	3390620	you'd probably interpret that as feeling anxious.
3390620	3391460	In addition to that,
3391460	3392980	something can make you anxious
3392980	3394740	before your heart rate and breathing increases
3394740	3396180	and then your heart rate and breathing increases.
3396180	3398340	So no need to tease those apart.
3398340	3400140	But if you think about the brain,
3400140	3402100	in large part as a prediction machine
3402100	3404660	and your brain as a metabolic regulator,
3404660	3407180	it's trying to decide which organs need resources.
3407180	3409820	How much resource can I dedicate to thinking,
3409820	3413300	to creativity, to enjoying social interaction,
3413300	3415260	to paying attention to what somebody else is saying
3415260	3417340	as opposed to what's going on inside my body?
3417340	3419140	All of those major functions of the brain
3419140	3421820	as they relate to affect and emotions
3421820	3423940	are going to be best supported,
3423940	3426900	that is biased toward positive mood,
3426900	3430060	positive affect, positive emotions,
3430060	3433300	and therefore positive mental health outcomes
3433300	3435580	when we're tending to those six pillars.
3435580	3437940	Dr. Lisa Feldman Barrett referred to that whole process
3437940	3441180	as the brain regulating a brain body budget.
3441180	3443060	And she had beautiful analogies for that budget.
3443060	3444860	And that's what led to the description
3444860	3447940	of social interactions as either generating savings
3447940	3451300	or being neutral or generating a taxed feeling,
3451300	3453140	literally taxing that brain body budget.
3453140	3454100	And I love that concept.
3454100	3455700	And it's one that you can keep in mind.
3455700	3458620	And indeed we can inject a lot of specificity
3458620	3461780	into this whole process of improving mood and mental health
3461780	3463380	through specific protocols.
3463380	3464820	If you simply remember,
3464820	3469140	if you make a daily investment in the six core pillars,
3469140	3471860	you are building up that brain body budget.
3471860	3475740	You will have more energetic resources to spend
3475740	3478620	on whatever life circumstances come your way.
3478620	3481500	Now, before we move into a discussion about protocols
3481500	3483940	for how to better understand your life narrative
3483940	3486700	to enhance your sense of self and confidence
3486700	3488620	and things of that theme,
3488620	3491300	I briefly want to mention that,
3491300	3493940	of course there are known tools out there
3493940	3496460	in the medical community and psychological community
3496460	3498700	for improving mood and mental health.
3498700	3501980	And while there are a variety of tools,
3501980	3504940	one of the main tools of the psychiatrist
3504940	3506780	is prescription drugs
3506780	3509700	that target specific neuromodulator systems
3509700	3510540	in the brain and body.
3510540	3512580	For instance, SSRI,
3512580	3515100	selective serotonin reuptake inhibitors
3515100	3517820	or atypical antidepressants
3517820	3520620	that target the dopamine and epinephrine systems
3520620	3522660	such as wellbutrin, bupryorone
3522660	3524580	or other types of antidepressants.
3524580	3528460	Or for instance, nowadays there's a lot of growing excitement
3528460	3532660	about clinical trials using relatively high dosages
3532660	3535580	of psilocybin, which by the way,
3535580	3538860	closely mimics the chemical serotonin.
3538860	3539940	That's right, psilocybin,
3539940	3543060	which is converted to psilocin in the brain.
3543060	3544260	If you look at it chemically,
3544260	3546180	it looks very much like serotonin
3546180	3548420	although it has distinct effects from serotonin.
3548420	3549620	I talked about psilocybin
3549620	3551860	and what's being done in terms of the clinical trials,
3551860	3553660	safety considerations.
3553660	3555860	I talked about the potential hazard considerations
3555860	3557940	and where the legality and all of that is going
3557940	3560220	in that episode if you want to check that out.
3560220	3562820	But the reason I'm taking a moment to mention these drugs,
3562820	3566060	things like SSRIs, Prozax, Olav, Citalopram,
3566060	3569060	wellbutrin, psilocybin and so on
3569060	3573180	is that all of them target specific neuromodulator systems
3573180	3574580	in the brain and body.
3574580	3577980	And at the same time, it's fairly clear
3578020	3580980	that mood disorders such as major depression
3580980	3583420	are not necessarily deficits
3583420	3585180	in things like serotonin or dopamine.
3585180	3588340	They can be, but most often they are not.
3588340	3592220	So why are such drugs prescribed for mood disorders
3592220	3593380	and for mental health disorders?
3593380	3595860	Well, because if specific neuromodulators
3595860	3598420	like serotonin, dopamine or epinephrine
3598420	3601900	are dramatically increased above baseline,
3601900	3605220	that affords the brain the ability to rewire itself.
3605220	3608060	Really the way to think about SSRIs
3608060	3611300	or atypical antidepressants or psilocybin
3611300	3613060	for the treatment of major depression
3614020	3618300	is really to think about them as chemical tools
3618300	3621260	to open or access neuroplasticity.
3621260	3623060	And that's why it's oh so important
3623060	3625500	that those drugs be combined with talk therapy
3625500	3628020	where people are actively working through the sources,
3628020	3630380	the real life sources and the historical sources,
3630380	3633460	maybe even the trauma-based sources of their depression.
3633460	3636660	And I mention this because there's a lot of debate nowadays
3636660	3639140	as to whether or not these drugs are useful,
3639140	3642140	whether or not the side effect profiles justify their use,
3642140	3646900	whether or not they are applicable to young populations.
3646900	3648180	There's a lot of debate about this.
3648180	3651220	And certainly in the case of the psychedelics,
3651220	3653140	there's a lot, a lot of debate
3653140	3655420	because this is a newly emerging area
3655420	3656860	and there's still not a lot of data,
3656860	3660060	although it's starting to increase over time.
3660060	3663460	But the key point here is that all of these drugs
3663460	3666420	have the potential to work in some people, not others.
3666420	3668500	Some people, they simply don't work for
3668500	3672380	and they cause more problems than solutions they solve,
3672380	3677220	but they tend to work by increasing the propensity
